"Artist","Track","Album","Track Number","Year"
"Unearth","Endless","The Oncoming Storm","8","2004"
"Unearth","Aries","The Oncoming Storm","9","2004"
"Unearth","Predetermined Sky","The Oncoming Storm","10","2004"
"Unearth","False Idols","The Oncoming Storm","11","2004"
"Uneven Structure","Awaken","Februus","1","2011"
"Uneven Structure","Frost","Februus","2","2011"
"Uneven Structure","Hail","Februus","3","2011"
"Uneven Structure","Exmersion","Februus","4","2011"
"Uneven Structure","Buds","Februus","5","2011"
"Uneven Structure","Awe","Februus","6","2011"
"Uneven Structure","Quittance","Februus","7","2011"
"Uneven Structure","Limbo","Februus","8","2011"
"Uneven Structure","Plenitude","Februus","9","2011"
"Uneven Structure","Finale","Februus","10","2011"
"Universum","Leto Destinatus","Leto Destinatus","1","2008"
"Universum","Day of Redemption","Leto Destinatus","2","2008"
"Universum","Disconnected","Leto Destinatus","3","2008"
"Universum","Solitude","Leto Destinatus","4","2008"
"Universum","Damage","Leto Destinatus","5","2008"
"Universum","Invisible Scars","Leto Destinatus","6","2008"
"Universum","War of Ages","Leto Destinatus","7","2008"
"Universum","False Paradigm","Leto Destinatus","8","2008"
"Universum","Zero","Leto Destinatus","9","2008"
"Universum","Faded","Leto Destinatus","10","2008"
"Universum","Black Logic","Leto Destinatus","11","2008"
"Universum","Misery Cell","Leto Destinatus","12","2008"
"Universum","Ignite the Subconscious","Leto Destinatus","13","2008"
"Universum","Fractured Archetype","Mortuus Machina","1","2010"
"Universum","Genetic Sequence Distortion","Mortuus Machina","2","2010"
"Universum","Sum Of The Universe","Mortuus Machina","3","2010"
"Universum","Aeon Displacement","Mortuus Machina","4","2010"
"Universum","2.0","Mortuus Machina","5","2010"
"Universum","Slaves To The New Order","Mortuus Machina","6","2010"
"Universum","Take Another","Mortuus Machina","7","2010"
"Universum","Asymmetric Dimensional State","Mortuus Machina","8","2010"
"Universum","Morte Noir","Mortuus Machina","9","2010"
"Universum","Transcendence 0.0","Mortuus Machina","10","2010"
"Universum","Blank Infinity","Mortuus Machina","11","2010"
"Vanden Plas","Frequency","The Seraphic Clockwork","1","2010"
"Vanden Plas","Holes In The Sky","The Seraphic Clockwork","2","2010"
"Vanden Plas","Scar Of An Angel","The Seraphic Clockwork","3","2010"
"Vanden Plas","Sound Of Blood","The Seraphic Clockwork","4","2010"
"Vanden Plas","The Final Murder","The Seraphic Clockwork","5","2010"
"Vanden Plas","Quicksilver","The Seraphic Clockwork","6","2010"
"Vanden Plas","Rush Of Silence","The Seraphic Clockwork","7","2010"
"Vanden Plas","On My Way To Jerusalem","The Seraphic Clockwork","8","2010"
"Vanden Plas","Eleyson (Bonus Track)","The Seraphic Clockwork","9","2010"
"Vehemence","Made For Her Jesus","God Was Created","1","2002"
"Vehemence","She Never Noticed Me","God Was Created","2","2002"
"Vehemence","Fantasy From Pain","God Was Created","3","2002"
"Vehemence","Christ I Fucking Hate You","God Was Created","4","2002"
"Vehemence","Lusting For Affection","God Was Created","5","2002"
"Vehemence","The Last Fantasy Of Christ","God Was Created","6","2002"
"Vehemence","I Didn't Kill Her","God Was Created","7","2002"
"Vehemence","God Was Created","God Was Created","8","2002"
"Vehemence","I Must Not Live","God Was Created","9","2002"
"Vehemence","The Lords Work","God Was Created","10","2002"
"VentanA","Watch U.S. Burn","American Survival Guide Vol. 1","1","2008"
"VentanA","Coming Apart","American Survival Guide Vol. 1","2","2008"
"VentanA","Stress Related","American Survival Guide Vol. 1","3","2008"
"VentanA","Thy Dying Sound","American Survival Guide Vol. 1","4","2008"
"VentanA","The Fallen Idol","American Survival Guide Vol. 1","5","2008"
"VentanA","This Digital World","American Survival Guide Vol. 1","6","2008"
"VentanA","The Sad History Of The World","American Survival Guide Vol. 1","7","2008"
